Area,Name,Category,Typical Closing Time,Address,Phone,Website,Driving Distance,Google Maps Driving Link,Vibe Tags,Latitude,Longitude
Little Italy,The Kettner Social,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Kettner+Social+Little+Italy+San+Diego&travelmode=driving,"date-friendly, drinks, upscale, craft-cocktails",32.7197,-117.1636
Little Italy,India Street Wine Room,Wine Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=India+Street+Wine+Room+Little+Italy+San+Diego&travelmode=driving,"date-friendly, drinks, chill, wine-bar",32.7232,-117.1646
Little Italy,Fir Street Late Eats,Restaurant,1:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=Fir+Street+Late+Eats+Little+Italy+San+Diego&travelmode=driving,"food-focused, late-eats, casual",32.7212,-117.1656
East Village,The Quartyard Social,Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Quartyard+Social+East+Village+San+Diego&travelmode=driving,"drinks, social, chill, hipster, trendy",32.7167,-117.1556
East Village,J Street Brewing,Brewery / Taproom,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=J+Street+Brewing+East+Village+San+Diego&travelmode=driving,"chill, brewery, hipster, trendy",32.7202,-117.1566
Normal Heights,The Rabbit Hole Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Rabbit+Hole+Pub+Normal+Heights+San+Diego&travelmode=driving,"drinks, social, casual, neighborhood-gem",32.7347,-117.1356
Normal Heights,Adams Avenue Karaoke,Karaoke,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=Adams+Avenue+Karaoke+Normal+Heights+San+Diego&travelmode=driving,"group-fun, interactive, karaoke",32.7382,-117.1366
University Heights,The Park & Rec Bar,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Park+&+Rec+Bar+University+Heights+San+Diego&travelmode=driving,"drinks, social, chill, college, casual",32.7327,-117.1456
Mission Hills,The Patio Social,Bar / Restaurant,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Patio+Social+Mission+Hills+San+Diego&travelmode=driving,"food-focused, chill, hipster, trendy",32.7247,-117.1556
South Park,Grape Street Wine Bar,Wine Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=Grape+Street+Wine+Bar+South+Park+San+Diego&travelmode=driving,"date-friendly, drinks, chill, wine-bar",32.7247,-117.1456
South Park,South Park Brewing Co.,Brewery / Taproom,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=South+Park+Brewing+Co.+South+Park+San+Diego&travelmode=driving,"drinks, chill, social, brewery, casual",32.7282,-117.1466
La Jolla,The Shore House Lounge,Lounge,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+Shore+House+Lounge+La+Jolla+San+Diego&travelmode=driving,"date-friendly, drinks, upscale, chill, trendy",32.7647,-117.1906
La Jolla,Prospect Street Wine Room,Wine Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=Prospect+Street+Wine+Room+La+Jolla+San+Diego&travelmode=driving,"date-friendly, drinks, chill, wine-bar, trendy",32.7682,-117.1916
North Park,The West Coast Tavern Social,Bar / Restaurant,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Gaslamp+Quarter+San+Diego&destination=The+West+Coast+Tavern+Social+North+Park+San+Diego&travelmode=driving,"food-focused, late-eats, hipster, trendy",32.7327,-117.1381
