Area,Name,Category,Typical Closing Time,Address,Phone,Website,Driving Distance,Google Maps Driving Link,Vibe Tags,Latitude,Longitude
Lincoln Park,Delilah's,Dive Bar,2:00 AM,2771 N Lincoln Ave,,,,,"drinks, dive, social, punk, hipster",41.9294,-87.6503
Lincoln Park,Kingston Mines,Music Venue / Bar,4:00 AM,2548 N Halsted St,,,,,"live-music, drinks, social, late-night, blues",41.9282,-87.6490
Lincoln Park,B.L.U.E.S.,Music Venue / Bar,2:00 AM,2519 N Halsted St,,,,,"live-music, drinks, intimate, blues",41.9277,-87.6490
Lincoln Park,The Pony Inn,Dive Bar,2:00 AM,1638 W Belmont Ave,,,,,"drinks, dive, social, cozy",41.9394,-87.6696
Lincoln Park,Halligan Bar,Bar,2:00 AM,2274 N Lincoln Ave,,,,,"drinks, social, sports-tv, lively",41.9244,-87.6456
Lincoln Park,Earl's,Cocktail Bar,2:00 AM,2535 N Milwaukee Ave,,,,,"craft-cocktails, social, cozy, retro",41.9277,-87.6996
Lincoln Park,Webster's Wine Bar,Wine Bar,12:00 AM,1480 W Webster Ave,,,,,"wine-focused, intimate, date-friendly, cozy",41.9215,-87.6645
Lakeview,Smart Bar,Club,4:00 AM,3730 N Clark St,,,,,"dancey, dj, late-night, underground",41.9498,-87.6541
Lakeview,Metro Chicago,Music Venue,12:00 AM,3730 N Clark St,,,,,"live-music, high-energy, social, loud",41.9498,-87.6541
Lakeview,L&L Tavern,Dive Bar,2:00 AM,3207 N Clark St,,,,,"drinks, dive, social, hipster",41.9421,-87.6544
Lakeview,Sidetrack,Bar,2:00 AM,3349 N Halsted St,,,,,"drinks, social, dancey, lively",41.9443,-87.6490
Lakeview,The Glenwood,Bar,2:00 AM,6962 N Glenwood Ave,,,,,"drinks, social, outdoor-seating, chill",41.9995,-87.6656
Lakeview,Lucky Horseshoe Lounge,Bar,4:00 AM,3169 N Halsted St,,,,,"drinks, social, dancey, late-night",41.9419,-87.6488
Lakeview,Sheffield's Beer Garden,Beer Garden,2:00 AM,3258 N Sheffield Ave,,,,,"drinks, outdoor-seating, craft, social",41.9422,-87.6539
Lakeview,The Gingerman Tavern,Pub,2:00 AM,3740 N Clark St,,,,,"drinks, social, craft, cozy",41.9499,-87.6541
Lakeview,Berlin,Club,4:00 AM,954 W Belmont Ave,,,,,"dancey, dj, late-night, underground",41.9394,-87.6526
West Loop,The Aviary,Cocktail Bar,12:00 AM,955 W Fulton Market,,,,,"craft-cocktails, upscale, date-friendly, classy",41.8867,-87.6520
West Loop,Moneygun,Cocktail Bar,2:00 AM,660 W Lake St,,,,,"craft-cocktails, intimate, upscale, speakeasy-style",41.8856,-87.6449
West Loop,Haymarket Pub & Brewery,Brewery,2:00 AM,737 W Randolph St,,,,,"craft, brewery, food-focused, social",41.8842,-87.6467
West Loop,ROOF on theWit,Rooftop Bar,12:00 AM,201 N State St,,,,,"rooftop, upscale, trendy, date-friendly",41.8865,-87.6276
West Loop,RM Champagne Salon,Wine Bar,12:00 AM,116 N Green St,,,,,"wine-focused, upscale, date-friendly, classy",41.8842,-87.6483
West Loop,Lone Wolf,Bar,2:00 AM,806 W Randolph St,,,,,"drinks, social, trendy, outdoor-seating",41.8843,-87.6483
West Loop,The Ogden,Bar,2:00 AM,1659 W Ogden Ave,,,,,"drinks, social, hipster, chill",41.8669,-87.6677
Pilsen,Punch House,Cocktail Bar,2:00 AM,1227 W 18th St,,,,,"craft-cocktails, underground, hipster, intimate",41.8578,-87.6594
Pilsen,Skylark,Bar,2:00 AM,2149 S Halsted St,,,,,"drinks, hipster, social, chill",41.8540,-87.6457
Pilsen,Simone's,Bar,2:00 AM,960 W 18th St,,,,,"drinks, hipster, artsy, social",41.8580,-87.6528
Pilsen,Dusek's Board & Beer,Restaurant / Bar,12:00 AM,1227 W 18th St,,,,,"food-focused, craft, upscale, hipster",41.8578,-87.6594
Pilsen,Pl-zen,Cocktail Bar,2:00 AM,1519 W 18th St,,,,,"craft-cocktails, hipster, artsy, chill",41.8578,-87.6651
Bucktown,The Charleston,Dive Bar,2:00 AM,2076 N Hoyne Ave,,,,,"drinks, dive, social, hipster",41.9187,-87.6808
Bucktown,The Owl,Dive Bar,2:00 AM,2521 N Milwaukee Ave,,,,,"drinks, dive, late-night, social",41.9277,-87.6990
Bucktown,Danny's Tavern,Bar,2:00 AM,1951 W Dickens Ave,,,,,"drinks, social, dancey, hipster, artsy",41.9193,-87.6776
Bucktown,Lemming's,Dive Bar,2:00 AM,1850 N Damen Ave,,,,,"drinks, dive, social, cozy",41.9139,-87.6775
Bucktown,Gallery Cabaret,Bar / Music Venue,2:00 AM,2020 N Oakley Ave,,,,,"drinks, live-music, artsy, hipster",41.9182,-87.6835
Old Town,Old Town Ale House,Dive Bar,4:00 AM,219 W North Ave,,,,,"drinks, dive, historic, social, late-night",41.9109,-87.6354
Old Town,Zanies Comedy Night Club,Comedy Club,12:00 AM,1548 N Wells St,,,,,"comedy, drinks, social, lively",41.9101,-87.6343
Old Town,Second City,Comedy Club,12:00 AM,1616 N Wells St,,,,,"comedy, drinks, social, historic",41.9113,-87.6343
Old Town,The Fireplace Inn,Bar,2:00 AM,1448 N Wells St,,,,,"drinks, social, cozy, retro",41.9088,-87.6341
Old Town,Corcoran's,Pub,2:00 AM,1615 N Wells St,,,,,"drinks, social, sports-tv, cozy",41.9113,-87.6343
Gold Coast,The Signature Room at the 95th,Cocktail Bar,11:00 PM,875 N Michigan Ave,,,,,"upscale, classy, scenic, date-friendly",41.8988,-87.6233
Gold Coast,Coq d'Or,Cocktail Bar,12:00 AM,140 E Walton Pl,,,,,"craft-cocktails, upscale, historic, classy",41.9001,-87.6257
Gold Coast,She-nanigans House of Beer,Bar,2:00 AM,16 W Division St,,,,,"drinks, social, lively, late-night",41.9038,-87.6299
Gold Coast,Butch McGuire's,Pub,2:00 AM,20 W Division St,,,,,"drinks, social, lively, historic",41.9038,-87.6302
Gold Coast,Lodge Tavern,Pub,4:00 AM,21 W Division St,,,,,"drinks, social, late-night, dive",41.9038,-87.6304
Andersonville,Hopleaf,Pub / Restaurant,12:00 AM,5148 N Clark St,,,,,"craft, food-focused, social, cozy",41.9755,-87.6685
Andersonville,Simon's Tavern,Dive Bar,2:00 AM,5210 N Clark St,,,,,"drinks, dive, historic, cozy",41.9763,-87.6684
Andersonville,The Anvil,Bar,2:00 AM,1137 W Granville Ave,,,,,"drinks, social, hipster, chill",41.9938,-87.6548
Andersonville,Big Chicks,Bar,2:00 AM,5024 N Sheridan Rd,,,,,"drinks, social, artsy, lively",41.9733,-87.6557
Andersonville,Farragut's,Bar,2:00 AM,5240 N Clark St,,,,,"drinks, social, cozy, chill",41.9767,-87.6685
Wicker Park,Subterranean,Music Venue / Bar,2:00 AM,2011 W North Ave,,,,,"live-music, drinks, social, underground, hipster",41.9106,-87.6788
Logan Square,Longman & Eagle,Restaurant / Bar,2:00 AM,2657 N Kedzie Ave,,,,,"food-focused, craft-cocktails, hipster, cozy",41.9297,-87.7086
Logan Square,Parson's Chicken & Fish,Restaurant / Bar,12:00 AM,2952 W Armitage Ave,,,,,"food-focused, outdoor-seating, social, hipster",41.9170,-87.7001
Lincoln Park,Barrelhouse Flat,Cocktail Bar,2:00 AM,2624 N Lincoln Ave,,,,,"craft-cocktails, upscale, classy, date-friendly",41.9292,-87.6480
Lakeview,Nisei Lounge,Dive Bar,2:00 AM,3439 N Sheffield Ave,,,,,"drinks, dive, social, cozy",41.9445,-87.6539
West Loop,Green Street Smoked Meats,Restaurant / Bar,12:00 AM,112 N Green St,,,,,"food-focused, drinks, trendy, social",41.8842,-87.6483
Pilsen,Lo Rez Brewing,Brewery,10:00 PM,2101 S Carpenter St,,,,,"craft, brewery, chill, hipster",41.8545,-87.6522
Bucktown,Map Room,Bar,2:00 AM,1949 N Hoyne Ave,,,,,"drinks, craft, cozy, hipster",41.9169,-87.6808
Old Town,Twin Anchors,Restaurant / Bar,12:00 AM,1655 N Sedgwick St,,,,,"food-focused, drinks, historic, cozy",41.9122,-87.6383
Gold Coast,Rush & Division Nightclub District,Club,4:00 AM,2 W Division St,,,,,"dancey, high-energy, late-night, social",41.9038,-87.6277
Andersonville,Lady Gregory's,Pub,2:00 AM,5260 N Clark St,,,,,"drinks, social, live-music, cozy",41.9770,-87.6685
River North,Three Dots and a Dash,Cocktail Bar,2:00 AM,435 N Clark St,,,,,"craft-cocktails, tiki, underground, date-friendly",41.8903,-87.6308
Lincoln Park,The Second City Training Center,Comedy Club,12:00 AM,1608 N Wells St,,,,,"comedy, drinks, social, lively",41.9112,-87.6343
Lakeview,Roscoe's Tavern,Bar,2:00 AM,3356 N Halsted St,,,,,"drinks, social, dancey, lively",41.9444,-87.6490
West Loop,City Winery Chicago,Wine Bar / Music Venue,12:00 AM,1200 W Randolph St,,,,,"wine-focused, live-music, upscale, date-friendly",41.8842,-87.6570
Bucktown,Innertown Pub,Dive Bar,2:00 AM,1935 W Thomas St,,,,,"drinks, dive, social, chill, hipster",41.9014,-87.6775
Gold Coast,Gibsons Bar & Steakhouse,Restaurant / Bar,12:00 AM,1028 N Rush St,,,,,"food-focused, upscale, classy, social",41.9016,-87.6276
River North,Tao Chicago,Club / Lounge,2:00 AM,632 N Dearborn St,,,,,"dancey, upscale, trendy, high-energy",41.8929,-87.6299
Wicker Park,Debonair Social Club,Bar,2:00 AM,1575 N Milwaukee Ave,,,,,"drinks, social, dancey, hipster",41.9098,-87.6728
Logan Square,Boiler Room,Bar / Pizza,2:00 AM,2210 N California Ave,,,,,"food-focused, drinks, hipster, social",41.9218,-87.6972
West Loop,Bar Siena,Restaurant / Bar,12:00 AM,832 W Randolph St,,,,,"food-focused, drinks, outdoor-seating, trendy",41.8843,-87.6494
Pilsen,Thalia Hall,Music Venue / Bar,2:00 AM,1807 S Allport St,,,,,"live-music, drinks, social, artsy, hipster",41.8575,-87.6586
River North,The Drifter,Speakeasy,2:00 AM,676 N Orleans St,,,,,"speakeasy-style, craft-cocktails, underground, intimate",41.8935,-87.6372
Lakeview,Wrigleyville Tap,Bar,2:00 AM,3724 N Clark St,,,,,"drinks, social, sports-tv, lively",41.9497,-87.6541
