Area,Name,Category,Typical Closing Time,Address,Phone,Website,Driving Distance,Google Maps Driving Link,Vibe Tags,Latitude,Longitude
The Alameda,The Alameda Social,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+Alameda+Social+The+Alameda+San+Jose&travelmode=driving,"drinks, social, casual",37.3457,-121.8948
San Pedro Square,The San Pedro Taphouse,Brewery / Taproom,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+San+Pedro+Taphouse+San+Pedro+Square+San+Jose&travelmode=driving,"drinks, chill, social, brewery, casual",37.3392,-121.8878
San Pedro Square,Market Square Sports Bar,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=Market+Square+Sports+Bar+San+Pedro+Square+San+Jose&travelmode=driving,"drinks, social, loud, sports-bar, casual",37.3427,-121.8888
Midtown,The Midtown Social,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+Midtown+Social+Midtown+San+Jose&travelmode=driving,"drinks, social, casual",37.3292,-121.8908
Naglee Park,The Naglee Pour,Cocktail Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+Naglee+Pour+Naglee+Park+San+Jose&travelmode=driving,"date-friendly, drinks, chill, craft-cocktails, upscale",37.3322,-121.8808
Rose Garden,The Garden Gate Pub,Pub,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+Garden+Gate+Pub+Rose+Garden+San+Jose&travelmode=driving,"drinks, social, chill, casual, neighborhood-gem",37.3472,-121.8908
Campbell,Downtown Campbell Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=Downtown+Campbell+Pub+Campbell&travelmode=driving,"drinks, social, casual, neighborhood-gem",37.3122,-121.9008
Campbell,Campbell Brewing Works,Brewery / Taproom,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=Campbell+Brewing+Works+Campbell&travelmode=driving,"drinks, chill, social, brewery, casual",37.3157,-121.9018
Sunnyvale,Murphy Avenue Social,Bar / Restaurant,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=Murphy+Avenue+Social+Sunnyvale&travelmode=driving,"drinks, food-focused, social, chill",37.3472,-121.9258
Sunnyvale,The Sunnyvale Pour House,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Downtown+San+Jose&destination=The+Sunnyvale+Pour+House+Sunnyvale&travelmode=driving,"drinks, social, casual",37.3507,-121.9268
