Area,Name,Category,Typical Closing Time,Address,Phone,Website,Driving Distance,Google Maps Driving Link,Vibe Tags,Latitude,Longitude
Capitol Hill,Vito's,Restaurant / Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Vito's+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6908,-122.2869
Capitol Hill,Ocho,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Ocho+Seattle&travelmode=driving,"drinks, social",47.6922,-122.2856
Capitol Hill,Fogón Cocina Mexicana (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Fogón+Cocina+Mexicana+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.696,-122.2855
Capitol Hill,Taylor Shellfish (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Taylor+Shellfish+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6965,-122.2837
Capitol Hill,Kedai Makan,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Kedai+Makan+Seattle&travelmode=driving,"food-focused, late-eats",47.7003,-122.2836
Capitol Hill,Ramen Danbo,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Ramen+Danbo+Seattle&travelmode=driving,"food-focused, late-eats",47.7023,-122.2826
Capitol Hill,Tacos Chukis,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Tacos+Chukis+Seattle&travelmode=driving,"food-focused, late-eats",47.7046,-122.2818
Capitol Hill,Spice Waala,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Spice+Waala+Seattle&travelmode=driving,"food-focused, late-eats",47.7063,-122.2806
Capitol Hill,Katsu Burger,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Katsu+Burger+Seattle&travelmode=driving,"food-focused, late-eats",47.7086,-122.2798
Capitol Hill,Nana's Green Tea,Dessert,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Nana's+Green+Tea+Seattle&travelmode=driving,"chill, sweet",47.7118,-122.2794
Capitol Hill,Montana,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Montana+Seattle&travelmode=driving,"drinks, social",47.7111,-122.2771
Capitol Hill,Bait Shop Annex,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Bait+Shop+Annex+Seattle&travelmode=driving,"drinks, social",47.7155,-122.2772
Capitol Hill,Caffe Vita (late hours),Cafe / Bar,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Caffe+Vita+(late+hours)+Seattle&travelmode=driving,"drinks, social",47.7148,-122.2749
Capitol Hill,Corvus & Co.,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Corvus+&+Co.+Seattle&travelmode=driving,"drinks, social",47.7186,-122.2748
Capitol Hill,Nate's Wings & Waffles,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Nate's+Wings+&+Waffles+Seattle&travelmode=driving,"food-focused, late-eats",47.7185,-122.2727
Capitol Hill,Yalla,Restaurant,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Yalla+Seattle&travelmode=driving,"food-focused, late-eats",47.7205,-122.2717
Capitol Hill,Homer (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Homer+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7243,-122.2716
Capitol Hill,Zig Zag (Capitol Hill nights),Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Zig+Zag+(Capitol+Hill+nights)+Seattle&travelmode=driving,"drinks, social",47.7266,-122.2708
Capitol Hill,Bar Miriam,Bar,1:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Bar+Miriam+Seattle&travelmode=driving,"drinks, social",47.728,-122.2695
Capitol Hill,Stillwater,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Stillwater+Seattle&travelmode=driving,"drinks, social",47.73,-122.2685
Capitol Hill,Cuff Late Lounge,Club,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Cuff+Late+Lounge+Seattle&travelmode=driving,"dancey, high-energy, late-night",47.7338,-122.2684
Capitol Hill,Union Pub,Pub,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Union+Pub+Seattle&travelmode=driving,"drinks, social",47.7337,-122.2664
Capitol Hill,Press Box,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Press+Box+Seattle&travelmode=driving,"drinks, group-friendly, social, sports",47.7357,-122.2653
Capitol Hill,Nacho Borracho,Restaurant / Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Nacho+Borracho+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7392,-122.2651
Capitol Hill,The Lookout,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Lookout+Seattle&travelmode=driving,"drinks, social",47.7403,-122.2636
Capitol Hill,Witness (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Witness+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7429,-122.2629
Capitol Hill,Cannonball Lounge,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Cannonball+Lounge+Seattle&travelmode=driving,"drinks, social",47.741,-122.26
Capitol Hill,Supernova (Cap Hill nights),Club,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Supernova+(Cap+Hill+nights)+Seattle&travelmode=driving,"dancey, high-energy, late-night",47.746,-122.2605
Ballard,Conor Byrne Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Conor+Byrne+Pub+Seattle&travelmode=driving,"drinks, social",47.6725,-122.3873
Ballard,The Tractor Tavern,Music Venue / Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Tractor+Tavern+Seattle&travelmode=driving,"drinks, live-music, loud, social",47.6703,-122.3842
Ballard,The Sunset Tavern,Music Venue / Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Sunset+Tavern+Seattle&travelmode=driving,"drinks, live-music, loud, social",47.672,-122.383
Ballard,Hattie's Hat,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Hattie's+Hat+Seattle&travelmode=driving,"drinks, social",47.6776,-122.3838
Ballard,Sloop Tavern,Dive Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Sloop+Tavern+Seattle&travelmode=driving,"drinks, social",47.6796,-122.3828
Ballard,The Old Peculiar,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Old+Peculiar+Seattle&travelmode=driving,"drinks, social",47.6828,-122.3824
Ballard,Shingletown Saloon,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Shingletown+Saloon+Seattle&travelmode=driving,"drinks, social",47.6803,-122.3792
Ballard,Kings Hardware,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Kings+Hardware+Seattle&travelmode=driving,"drinks, social",47.6862,-122.3801
Ballard,Percy's & Co.,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Percy's+&+Co.+Seattle&travelmode=driving,"drinks, social",47.6879,-122.379
Ballard,The Walrus and the Carpenter (Bar),Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Walrus+and+the+Carpenter+(Bar)+Seattle&travelmode=driving,"drinks, social",47.686,-122.376
Ballard,Lock & Keel,Bar,1:00–2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Lock+&+Keel+Seattle&travelmode=driving,"drinks, social",47.6913,-122.3766
Ballard,Kangaroo & Kiwi,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Kangaroo+&+Kiwi+Seattle&travelmode=driving,"drinks, social",47.6945,-122.3763
Ballard,The Brick,Dive Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Brick+Seattle&travelmode=driving,"drinks, social",47.6947,-122.3744
Ballard,Smoke Shop BBQ (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Smoke+Shop+BBQ+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6949,-122.3725
Ballard,The Lockspot Cafe (Late),Restaurant,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Lockspot+Cafe+(Late)+Seattle&travelmode=driving,"food-focused, late-eats",47.6981,-122.3721
Ballard,Bad Albert's Tap & Grill,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Bad+Albert's+Tap+&+Grill+Seattle&travelmode=driving,"drinks, group-friendly, social, sports",47.7001,-122.3711
Ballard,Scofflaw,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Scofflaw+Seattle&travelmode=driving,"date-friendly, drinks, social, upscale",47.7024,-122.3702
Ballard,Barnacle,Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Barnacle+Seattle&travelmode=driving,"drinks, social",47.7044,-122.3692
Ballard,Ray's Cafe (Bar),Restaurant / Bar,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Ray's+Cafe+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7088,-122.3694
Ballard,Bitterroot BBQ (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Bitterroot+BBQ+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7069,-122.3665
Ballard,Stampede Cocktail Club,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Stampede+Cocktail+Club+Seattle&travelmode=driving,"date-friendly, drinks, social, upscale",47.7095,-122.3658
Ballard,Asadero Prime (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Asadero+Prime+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7106,-122.3643
Ballard,Ballard Smoke Shop (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Ballard+Smoke+Shop+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.7141,-122.3641
Ballard,Kona Kitchen (Late),Restaurant,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Kona+Kitchen+(Late)+Seattle&travelmode=driving,"food-focused, late-eats",47.7146,-122.3623
Ballard,Rough & Tumble Pub,Sports Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Rough+&+Tumble+Pub+Seattle&travelmode=driving,"drinks, group-friendly, social, sports",47.7163,-122.3612
Ballard,Tin Hat,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Tin+Hat+Seattle&travelmode=driving,"drinks, social",47.7201,-122.3611
Fremont,Add-A-Ball,Bar / Arcade,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Add-A-Ball+Seattle&travelmode=driving,"drinks, games, playful, social",47.654,-122.3515
Fremont,Nectar Lounge,Music Venue / Bar,Late,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Nectar+Lounge+Seattle&travelmode=driving,"drinks, live-music, loud, social",47.6569,-122.3509
Fremont,George & Dragon Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=George+&+Dragon+Pub+Seattle&travelmode=driving,"drinks, social",47.6556,-122.3483
Fremont,Ltd Bar & Grill,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Ltd+Bar+&+Grill+Seattle&travelmode=driving,"drinks, social",47.6615,-122.3492
Fremont,The Masonry,Bar / Restaurant,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Masonry+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6623,-122.3476
Fremont,Fremont Dock Sports Bar,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Fremont+Dock+Sports+Bar+Seattle&travelmode=driving,"drinks, group-friendly, social, sports",47.6628,-122.3459
Fremont,Owl & Thistle (Fremont offshoot),Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Owl+&+Thistle+(Fremont+offshoot)+Seattle&travelmode=driving,"drinks, social",47.6675,-122.3462
Fremont,High Dive,Music Venue / Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=High+Dive+Seattle&travelmode=driving,"casual, divey, drinks, live-music, loud, social",47.6677,-122.3443
Fremont,Dreamland,Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Dreamland+Seattle&travelmode=driving,"drinks, social",47.6697,-122.3434
Fremont,Triangle Spirits,Distillery / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Triangle+Spirits+Seattle&travelmode=driving,"drinks, social",47.6738,-122.3434
Fremont,Schilling Cider House (Late),Cider Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Schilling+Cider+House+(Late)+Seattle&travelmode=driving,"drinks, social",47.6743,-122.3416
Fremont,Stampede Fremont,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Stampede+Fremont+Seattle&travelmode=driving,"drinks, social",47.6778,-122.3414
Fremont,El Camino (Bar),Restaurant / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=El+Camino+(Bar)+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6795,-122.3402
Fremont,Norm's Eatery & Ale House,Restaurant / Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Norm's+Eatery+&+Ale+House+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6794,-122.3382
Fremont,Pacific Inn Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Pacific+Inn+Pub+Seattle&travelmode=driving,"drinks, social",47.6835,-122.3383
Fremont,Leny's Place,Dive Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Leny's+Place+Seattle&travelmode=driving,"drinks, social",47.6846,-122.3368
Fremont,Stone Way Cafe (Late),Cafe,10:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Stone+Way+Cafe+(Late)+Seattle&travelmode=driving,"chill, social",47.6842,-122.3346
Fremont,Brouwer's Cafe (Late),Beer Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Brouwer's+Cafe+(Late)+Seattle&travelmode=driving,"drinks, social",47.6862,-122.3336
Fremont,The Barrel Thief,Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Barrel+Thief+Seattle&travelmode=driving,"drinks, social",47.6918,-122.3344
Fremont,Moon Temple,Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Moon+Temple+Seattle&travelmode=driving,"drinks, social",47.6923,-122.3326
Downtown_Belltown,The 5 Point Cafe,Diner / Bar,24h,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+5+Point+Cafe+Seattle&travelmode=driving,"drinks, food-focused, late-eats, social",47.6178,-122.3444
Downtown_Belltown,Kremwerk,Nightclub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Kremwerk+Seattle&travelmode=driving,"dancey, high-energy, late-night",47.6174,-122.3422
Downtown_Belltown,The Crocodile (Bar),Music Venue / Bar,Late,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=The+Crocodile+(Bar)+Seattle&travelmode=driving,"drinks, live-music, loud, social",47.6176,-122.3403
Downtown_Belltown,Shorty's,Bar / Arcade,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Shorty's+Seattle&travelmode=driving,"drinks, games, playful, social",47.6214,-122.3402
Downtown_Belltown,Jupiter Bar,Bar / Arcade,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Jupiter+Bar+Seattle&travelmode=driving,"drinks, games, playful, social",47.6243,-122.3396
Downtown_Belltown,Bathtub Gin & Co.,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Bathtub+Gin+&+Co.+Seattle&travelmode=driving,"date-friendly, drinks, social, upscale",47.623,-122.337
Downtown_Belltown,Buckley's in Belltown,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=Little+Red+Hen+Seattle&destination=Buckley's+in+Belltown+Seattle&travelmode=driving,"drinks, group-friendly, social, sports",47.6262,-122.3366
