Area,Name,Category,Typical Closing Time,Address,Phone,Website,Driving Distance,Google Maps Driving Link,Vibe Tags,Latitude,Longitude
South Philly,Midnight Cheesesteak Kitchen,Restaurant,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Midnight+Cheesesteak+Kitchen+South+Philly+Philadelphia&travelmode=driving,"food-focused, late-eats, casual",39.9401,-75.1607
South Philly,The Singing Fountain Bar,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Singing+Fountain+Bar+South+Philly+Philadelphia&travelmode=driving,"drinks, social, chill",39.9381,-75.1617
Old City,Elfreth's Alley Speakeasy,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Elfreth's+Alley+Speakeasy+Old+City+Philadelphia&travelmode=driving,"date-friendly, drinks, upscale, craft-cocktails",39.9566,-75.1547
Old City,The Betsy Ross Pub,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Betsy+Ross+Pub+Old+City+Philadelphia&travelmode=driving,"drinks, social, casual, neighborhood-gem",39.9601,-75.1557
Old City,Second Street Nightclub,Nightclub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Second+Street+Nightclub+Old+City+Philadelphia&travelmode=driving,"dancey, high-energy, late-night",39.9581,-75.1567
University City,The Drexel Pint,Sports Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Drexel+Pint+University+City+Philadelphia&travelmode=driving,"loud, sports-bar, college",39.9466,-75.1797
University City,Spruce Street Wine Bar,Wine Bar,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Spruce+Street+Wine+Bar+University+City+Philadelphia&travelmode=driving,"date-friendly, chill, wine-bar, college",39.9501,-75.1807
Rittenhouse Square,The Rittenhouse Pour,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Rittenhouse+Pour+Rittenhouse+Square+Philadelphia&travelmode=driving,"date-friendly, drinks, upscale, craft-cocktails, trendy",39.9486,-75.1697
Rittenhouse Square,Rouge Lounge,Lounge,1:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Rouge+Lounge+Rittenhouse+Square+Philadelphia&travelmode=driving,"date-friendly, drinks, upscale, chill, trendy",39.9521,-75.1707
Manayunk,Main Street Brewing Co.,Brewery / Taproom,12:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Main+Street+Brewing+Co.+Manayunk+Philadelphia&travelmode=driving,"drinks, chill, social, brewery, casual",39.9816,-75.2047
Manayunk,The Canal View Bar,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Canal+View+Bar+Manayunk+Philadelphia&travelmode=driving,"drinks, social, casual",39.9851,-75.2057
East Passyunk,The Avenue Kitchen & Bar,Restaurant / Bar,1:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Avenue+Kitchen+&+Bar+East+Passyunk+Philadelphia&travelmode=driving,"drinks, food-focused, late-eats, social",39.9316,-75.1597
East Passyunk,Passyunk Cocktail Club,Cocktail Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Passyunk+Cocktail+Club+East+Passyunk+Philadelphia&travelmode=driving,"date-friendly, drinks, chill, craft-cocktails, upscale",39.9351,-75.1607
Fairmount,The Fairmount Local,Pub,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Fairmount+Local+Fairmount+Philadelphia&travelmode=driving,"drinks, social, casual, neighborhood-gem",39.9616,-75.1697
Fairmount,Art Museum Brewing,Brewery / Taproom,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Art+Museum+Brewing+Fairmount+Philadelphia&travelmode=driving,"drinks, chill, social, brewery, casual",39.9651,-75.1707
Kensington,Front Street Social,Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Front+Street+Social+Kensington+Philadelphia&travelmode=driving,"drinks, social, late-night",39.9716,-75.1497
Kensington,The Tin Can Bar,Dive Bar,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Tin+Can+Bar+Kensington+Philadelphia&travelmode=driving,"drinks, social, dive, casual, neighborhood-gem",39.9751,-75.1507
Spring Garden,The Baldwin Lounge,Lounge,1:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Baldwin+Lounge+Spring+Garden+Philadelphia&travelmode=driving,"drinks, chill, social, date-friendly",39.9596,-75.1647
Spring Garden,Green Street Karaoke,Karaoke,2:00 AM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=Green+Street+Karaoke+Spring+Garden+Philadelphia&travelmode=driving,"group-fun, interactive, karaoke",39.9631,-75.1657
Fishtown,The Rocket Cat Cafe Bar,Cafe / Bar,11:00 PM,,,,Click link,https://www.google.com/maps/dir/?api=1&origin=City+Hall+Philadelphia&destination=The+Rocket+Cat+Cafe+Bar+Fishtown+Philadelphia&travelmode=driving,"drinks, chill, social, hipster, trendy",39.9696,-75.1472
